searched_term,matched_term,definition,synonyms,ontology_acronym,ontology_name,last_updated,has_child,URL
temperature,temperature,NA,NA,HPIO,Host Pathogen Interactions Ontology,2011-02-08,False,http://www.semanticweb.org/ontologies/2010/5/22/Ontology1277229984000.owl#HPI:0000153
temperature,Temperature,NA,NA,MINERAL,Material Mineral,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propTemperature.owl#Temperature
temperature,Temperature,NA,NA,MATRCOMPOUND,Material Compound,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propTemperature.owl#Temperature
temperature,Temperature,NA,NA,MATRELEMENT,Material Element,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propTemperature.owl#Temperature
temperature,temperature,['A physical quality of the thermal energy of a system.'],NA,NIFSUBCELL,Neuroscience Information Framework (NIF) Subcellular Ontology,2012-07-27,True,http://purl.obolibrary.org/obo/PATO_0000146
temperature,temperature,['A physical quality of the thermal energy of a system.'],NA,NIFDYS,Neuroscience Information Framework (NIF) Dysfunction Ontlogy,2015-06-24,True,http://purl.obolibrary.org/obo/PATO_0000146
temperature,Temperature,NA,NA,MATRROCK,Material Rock,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propTemperature.owl#Temperature
temperature,temperature,['A physical quality of the thermal energy of a system.'],NA,EGO,Epigenome Ontology,2016-07-03,False,http://purl.obolibrary.org/obo/PATO_0000146
temperature,Temperature,NA,NA,PMR,Physical Medicine and Rehabilitation,2012-03-06,False,http://purl.bioontology.org/ontology/PMR.owl#Temperature
temperature,Temperature,NA,NA,MATRROCKIGNEOUS,Material Rock Igneouus,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propTemperature.owl#Temperature
temperature,Temperature,NA,NA,MOC,Material Organic Compound,2016-01-07,True,http://sweet.jpl.nasa.gov/2.3/propTemperature.owl#Temperature
weight,Weight,NA,NA,MEDDRA,Medical Dictionary for Regulatory Activities,2017-02-06,False,http://purl.bioontology.org/ontology/MEDDRA/10047890
weight,Weight,NA,NA,LOINC,Logical Observation Identifier Names and Codes,2017-02-06,True,http://purl.bioontology.org/ontology/LNC/LP18015-5
weight,Weight,NA,NA,LOINC,Logical Observation Identifier Names and Codes,2017-02-06,False,http://purl.bioontology.org/ontology/LNC/MTHU021563
weight,Weight,NA,NA,LOINC,Logical Observation Identifier Names and Codes,2017-02-06,False,http://purl.bioontology.org/ontology/LNC/LP97908-5
weight,Weight,['The vertical force exerted by a mass as a result of gravity.'],NA,NCIT,National Cancer Institute Thesaurus,2017-04-10,True,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25208
weight,Weight,NA,NA,OMIM,Online Mendelian Inheritance in Man,2017-02-06,True,http://purl.bioontology.org/ontology/OMIM/MTHU000050
weight,weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,PATO,Phenotypic Quality Ontology,2014-08-15,True,http://purl.obolibrary.org/obo/PATO_0000128
weight,weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,True,http://purl.obolibrary.org/obo/PATO_0000128
weight,weight,NA,NA,DDO,Diabetes Mellitus Diagnosis Ontology,2015-12-23,False,http://purl.obolibrary.org/obo/DDO.owl#DDO_0000130
weight,Weight,['The vertical force exerted by a mass as a result of gravity.'],NA,ROO,Radiation Oncology Ontology,2015-07-17,True,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25208
weight,weight,"['<ncicp:ComplexDefinition xmlns:ncicp=""http://ncicb.nci.nih.gov/xml/owl/EVS/ComplexProperties.xsd#""><ncicp:def-definition>A force inhering in an object with mass near a gravitational body.</ncicp:def-definition><ncicp:Definition_Review_Date>100406</ncicp:Definition_Review_Date><ncicp:def-source>NPO</ncicp:def-source><ncicp:Definition_Reviewer_Name>Dennis Thomas</ncicp:Definition_Reviewer_Name></ncicp:ComplexDefinition>']",NA,NPO,NanoParticle Ontology,2012-08-17,False,http://purl.org/obo/owl/PATO#PATO_0000128
weight,weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,NBO,Neuro Behavior Ontology,2014-12-05,True,http://purl.obolibrary.org/obo/PATO_0000128
weight,Weight,NA,NA,NLMVS,NIH NLM Value Sets,2015-07-10,True,http://purl.bioontology.org/ontology/NLMVS/2.16.840.1.113883.3.464.1003.121.12.1015
weight,Weight,NA,NA,CSEO,Cigarette Smoke Exposure Ontology,2014-07-10,True,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Weight
weight,weight,NA,NA,BIOMODELS,BioModels Ontology,2012-04-03,True,http://purl.org/obo/owl/PATO#PATO_0000128
weight,weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,OBIB,Ontology for Biobanking,2016-11-13,False,http://purl.obolibrary.org/obo/PATO_0000128
weight,weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,FLU,Influenza Ontology,2015-08-20,False,http://purl.org/obo/owl/PATO#PATO_0000128
weight,weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,FLOPO,Flora Phenotype Ontology,2016-03-06,True,http://purl.obolibrary.org/obo/PATO_0000128
weight,weight,NA,NA,HUPSON,Human Physiology Simulation Ontology,2014-04-07,True,http://purl.org/obo/owl/PATO#PATO_0000128
weight,Weight,NA,NA,ICNP,International Classification for Nursing Practice,2015-09-16,True,http://www.icn.ch/icnp#Weight
weight,Weight,NA,NA,PHENX,PhenX Phenotypic Terms,2016-10-13,False,http://purl.bioontology.org/ontology/phenX/021500
weight,Weight,NA,NA,ESSO,Epilepsy Syndrome Seizure Ontology,2015-11-10,False,http://www.semanticweb.org/rjyy/ontologies/2015/5/ESSO#Weight
weight,Weight,NA,NA,ACGT-MO,Cancer Research and Management ACGT Master Ontology,2010-03-17,False,http://www.ifomis.org/acgt/1.0#Weight
weight,weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,ECSO,The Ecosystem Ontology,2016-09-12,True,http://purl.obolibrary.org/obo/PATO_0000128
weight,weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,TRAK,Taxonomy for Rehabilitation of Knee Conditions,2015-09-14,False,http://purl.obolibrary.org/obo/TRAK_0000882
weight,Weight,['GROWTH and BUILD: Current growth and build > Weight'],NA,IFAR,Fanconi Anemia Ontology,2014-02-18,True,http://www.semanticweb.org/ontologies/2012/11/abnormalities.owl#phenodb:0014
weight,Weight,NA,NA,SMASH,SMASH Ontology,2015-06-02,False,http://aimlab.cs.uoregon.edu/smash/ontologies/biomarker.owl#Weight
weight,Weight,NA,NA,NCCO,Nursing Care Coordination Ontology,2013-11-05,True,http://www.semanticweb.org/vanessa/ontologies/2012/7/untitled-ontology-33#Weight
weight,weight,NA,NA,MWLA,Medical Web Lifestyle Aggregator,2015-04-26,False,http://carre.kmi.open.ac.uk/ontology/lifestyle.owl#weight
weight,Weight,NA,NA,OF,OntoFood,2015-12-26,False,http://www.owl-ontologies.com/Ontology1435740495.owl#Weight
weight,Weight,['وزن'],NA,SHR,Student Health Record Ontology,2015-01-09,False,http://www.shojaee.com/shr/shr.owl#Weight
weight,weight,NA,NA,HPIO,Host Pathogen Interactions Ontology,2011-02-08,False,http://www.semanticweb.org/ontologies/2010/5/22/Ontology1277229984000.owl#HPI:0000154
weight,Weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,BCTEO,Bone and Cartilage Tissue Engineering Ontology,2014-06-18,False,http://purl.obolibrary.org/obo/ID_0000112
weight,Weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,BCTEO,Bone and Cartilage Tissue Engineering Ontology,2014-06-18,False,http://purl.obolibrary.org/obo/ID_0000024
weight,weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,NIFCELL,Neuroscience Information Framework (NIF) Cell Ontology,2013-08-05,True,http://purl.obolibrary.org/obo/PATO_0000128
weight,weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,NIFSUBCELL,Neuroscience Information Framework (NIF) Subcellular Ontology,2012-07-27,True,http://purl.obolibrary.org/obo/PATO_0000128
weight,weight,['A physical quality inhering in a bearer that has mass near a gravitational body.'],NA,NIFDYS,Neuroscience Information Framework (NIF) Dysfunction Ontlogy,2015-06-24,True,http://purl.obolibrary.org/obo/PATO_0000128
weight,Weight,['Measure of force due to a mass in a specific gravitational field'],NA,ISO19115,ISO 19115,2017-02-23,False,http://def.seegrid.csiro.au/isotc211/iso19103/2005/basic#Weight
weight,weight,NA,NA,DMTO,Diabetes Mellitus Treatment Ontology,2017-05-10,True,http://purl.obolibrary.org/obo/DDO.owl#DDO_0000130
weight,Weight,"[""The resulting Force from the interaction between a person's Mass and Gravity.""]",NA,CHEAR,Children's Health Exposure Analysis Resource,2017-05-24,True,http://hadatac.org/ont/chear#Weight
weight,Body weight:Mass:Pt:^Patient:Qn,NA,"['Weight', 'Body weight', 'Body weight:Mass:Point in time:^Patient:Quantitative']",LOINC,Logical Observation Identifier Names and Codes,2017-02-06,False,http://purl.bioontology.org/ontology/LNC/29463-7
weight,Importance Weight,['The relative importance granted to something.'],"['weighting', 'Weight']",NCIT,National Cancer Institute Thesaurus,2017-04-10,True,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48192
weight,body weight,['The mass or quantity of heaviness of an individual. It is expressed by units of pounds or kilograms.'],['weight'],EFO,Experimental Factor Ontology,2017-05-16,True,http://www.ebi.ac.uk/efo/EFO_0004338
weight,Poids du corps,['The mass or quantity of heaviness of an individual. It is expressed by units of pounds or kilograms. (source : MSH)'],"['Poids corporel', 'Body weight  observation', 'weight', 'poids']",ONTOAD,Bilingual Ontology of Alzheimer's Disease and Related Diseases,2013-12-02,True,http://doe-generated-ontology.com/OntoAD#C0005910
weight,body mass measurement datum,['Body mass measurement datum is mass measurement datum that is the result (specified output of) mass measurement of human body.'],"['body mass', 'body weight', 'weight']",ONSTR,Ontology for Newborn Screening Follow-up and Translational Research,2014-09-04,True,http://onstr.googlecode.com/svn/tags/currentRelease/2014-09-03/ONSTR.owl#ONSTR_8762724
weight,Body Weight,['The mass or quantity of heaviness of an individual. It is expressed by units of pounds or kilograms.'],['Weight'],SCDO,Sickle Cell Disease Ontology,2017-05-28,True,http://scdontology.h3abionet.org/ontology/SCDO_0000152
weight,Percent Weight Weight,NA,NA,CSEO,Cigarette Smoke Exposure Ontology,2014-07-10,False,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Percent_Weight_Weight
weight,Birth Weight,['The mass or quantity of heaviness of an individual at BIRTH. It is expressed by units of pounds or kilograms.'],"['Birth Weights', 'Weight, Birth', 'Weights, Birth']",MESH,Medical Subject Headings,2017-02-06,True,http://purl.bioontology.org/ontology/MESH/D001724
weight,Weight Gain,['Increase in BODY WEIGHT over existing weight.'],"['Weight Gains', 'Gain, Weight', 'Gains, Weight']",MESH,Medical Subject Headings,2017-02-06,False,http://purl.bioontology.org/ontology/MESH/D015430
weight,Molecular Weight,['The sum of the weight of all the atoms in a molecule.'],"['Weights, Molecular', 'Weight, Molecular', 'Molecular Weights']",MESH,Medical Subject Headings,2017-02-06,False,http://purl.bioontology.org/ontology/MESH/D008970
