searched_term,matched_term,definition,synonyms,ontology_acronym,ontology_name,last_updated,has_child,URL
mouth,mouth,"['The exit or point of discharge of a stream into another stream, lake or sea.']","['MOUTH', 'outlet']",ECSO,The Ecosystem Ontology,2016-09-12,True,http://purl.obolibrary.org/obo/ENVO_00000479
mouth,Mouth,['oval shaped oral cavity located at the apex of the digestive tract.'],NA,PMA,Portfolio Management Application,2010-10-18,False,http://www.bioontology.org/pma.owl#PMA_678
mouth,Mouth,NA,NA,PROCCHEMICAL,Chemical Process,2016-01-07,False,http://sweet.jpl.nasa.gov/2.3/realmHydroBody.owl#Mouth
mouth,mouth,NA,"['oral cavity', 'oral region', 'buccal cavity']",MAT,Minimal Anatomical Terminology,2015-08-20,False,http://purl.obolibrary.org/obo/MAT_0000038
mouth,Mouth,NA,NA,MATR,Material,2016-01-07,False,http://sweet.jpl.nasa.gov/2.3/realmHydroBody.owl#Mouth
mouth,Mouth,NA,NA,MNR,Material Natural Resource ,2016-01-07,False,http://sweet.jpl.nasa.gov/2.3/realmHydroBody.owl#Mouth
mouth,mouth,"['Cavity in which food is initially ingested and generally contains teeth, tongue and glands.']",NA,AAO,Amphibian Gross Anatomy Ontology,2015-02-06,False,http://purl.obolibrary.org/obo/AAO_0010355
mouth,mouth,NA,NA,HPIO,Host Pathogen Interactions Ontology,2011-02-08,False,http://www.semanticweb.org/ontologies/2010/5/22/Ontology1277229984000.owl#HPI:0000044
mouth,Mouth,NA,NA,MINERAL,Material Mineral,2016-01-07,False,http://sweet.jpl.nasa.gov/2.3/realmHydroBody.owl#Mouth
mouth,Mouth,NA,NA,MATRCOMPOUND,Material Compound,2016-01-07,False,http://sweet.jpl.nasa.gov/2.3/realmHydroBody.owl#Mouth
mouth,Mouth,NA,NA,MATRELEMENT,Material Element,2016-01-07,False,http://sweet.jpl.nasa.gov/2.3/realmHydroBody.owl#Mouth
mouth,mouth,"['The proximal portion of the digestive tract, containing the oral cavity and bounded by the oral opening. In vertebrates, this extends to the pharynx and includes gums, lips, tongue and parts of the palate. Typically also includes the teeth, except where these occur elsewhere (e.g. pharyngeal jaws) or protrude from the mouth (tusks).', 'First portion of the digestive tract[WP]. The portion of the digestive that develops from the stomodeum', 'TODO - check fly mouthpart. note in uberon we distinguish between the mouth and the oral opening. the mouth is part of the digestive tract. TODO - check isa parent subdivision of head - is it a subdivision of the head or digestive tract']","['regio oralis', 'adult mouth', 'stoma', 'cavitas oris', 'rima oris', 'cavital oralis', 'stomatodaeum', 'trophic apparatus', 'oral vestibule', 'vestibule of mouth', 'vestibulum oris', 'mouth cavity', 'oral region', 'cavum oris']",OVAE,Ontology of Vaccine Adverse Events,2016-05-14,False,http://purl.obolibrary.org/obo/UBERON_0000165
mouth,Mouth,NA,NA,MATRROCK,Material Rock,2016-01-07,False,http://sweet.jpl.nasa.gov/2.3/realmHydroBody.owl#Mouth
mouth,mouth,"['The proximal portion of the digestive tract, containing the oral cavity and bounded by the oral opening. In vertebrates, this extends to the pharynx and includes gums, lips, tongue and parts of the palate. Typically also includes the teeth, except where these occur elsewhere (e.g. pharyngeal jaws) or protrude from the mouth (tusks).']",NA,EGO,Epigenome Ontology,2016-07-03,False,http://purl.obolibrary.org/obo/UBERON_0000165
mouth,Mouth,NA,NA,MATRROCKIGNEOUS,Material Rock Igneouus,2016-01-07,False,http://sweet.jpl.nasa.gov/2.3/realmHydroBody.owl#Mouth
mouth,mouth,"['The proximal portion of the digestive tract, containing the oral cavity and bounded by the oral opening. In vertebrates, this extends to the pharynx and includes gums, lips, tongue and parts of the palate. Typically also includes the teeth, except where these occur elsewhere (e.g. pharyngeal jaws) or protrude from the mouth (tusks).']","['regio oralis', 'adult mouth', 'stoma', 'cavitas oris', 'rima oris', 'cavital oralis', 'stomatodaeum', 'trophic apparatus', 'oral vestibule', 'vestibule of mouth', 'vestibulum oris', 'mouth cavity', 'oral region', 'cavum oris']",OCVDAE,Ontology of Cardiovascular Drug Adverse Events,2016-12-29,False,http://purl.obolibrary.org/obo/UBERON_0000165
mouth,Mouth,NA,NA,MOC,Material Organic Compound,2016-01-07,False,http://sweet.jpl.nasa.gov/2.3/realmHydroBody.owl#Mouth
mouth,mouth,"['First portion of the digestive tract[WP]. The portion of the digestive that develops from the stomodeum', 'TODO - check fly mouthpart. note in uberon we distinguish between the mouth and the oral opening. the mouth is part of the digestive tract. TODO - check isa parent subdivision of head - is it a subdivision of the head or digestive tract']","['regio oralis', 'adult mouth', 'stoma', 'cavitas oris', 'rima oris', 'oral vestibule', 'vestibule of mouth', 'vestibulum oris', 'mouth cavity', 'cavum oris']",VICO,Vaccination Informed Consent Ontology,2016-01-30,False,http://purl.obolibrary.org/obo/UBERON_0000165
mouth,Mouth,NA,NA,OCDM,Ontology of Craniofacial Development and Malformation,2017-03-23,False,http://purl.org/sig/ont/fma/fma49184
mouth,mouth,"['The proximal portion of the digestive tract, containing the oral cavity and bounded by the oral opening. In vertebrates, this extends to the pharynx and includes gums, lips, tongue and parts of the palate. Typically also includes the teeth, except where these occur elsewhere (e.g. pharyngeal jaws) or protrude from the mouth (tusks).']",NA,GENEPIO,GenEpiO,2017-04-09,False,http://purl.obolibrary.org/obo/UBERON_0000165
arm,Arm,NA,NA,LOINC,Logical Observation Identifier Names and Codes,2017-02-06,False,http://purl.bioontology.org/ontology/LNC/LP207499-7
arm,Arm,['The superior part of the upper extremity between the SHOULDER and the ELBOW.'],"['Upper Arms', 'Arms', 'Arm, Upper', 'Brachiums', 'Brachium', 'Arms, Upper', 'Upper Arm']",MESH,Medical Subject Headings,2017-02-06,False,http://purl.bioontology.org/ontology/MESH/D001132
arm,Arm,['The portion of the upper extremity between the shoulder and the elbow. For clinical purposes this term is also used to refer to the whole superior limb.'],NA,NCIT,National Cancer Institute Thesaurus,2017-04-10,True,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32141
arm,Arm,NA,"['Brachial region', 'Proximal segment of free upper limb']",FMA,Foundational Model of Anatomy,2017-04-01,True,http://purl.org/sig/ont/fma/fma24890
arm,arm,['part of the upper extremity between the shoulder and wrist; includes forearm and upper arm.'],NA,CRISP,Computer Retrieval of Information on Scientific Projects Thesaurus,2017-02-06,True,http://purl.bioontology.org/ontology/CSP/2715-5391
arm,arm,['The superior part of the upper extremity between the shoulder and the elbow. [MeSH]'],['upper limb'],RADLEX,Radiology Lexicon,2016-11-16,False,http://www.radlex.org/RID/#RID1968
arm,arm,"['The portion of the upper extremity between the shoulder and the elbow. For clinical purposes this term is also used to refer to the whole superior limb.', 'A human upper limb; especially: the part between the shoulder and the wrist.']",NA,EFO,Experimental Factor Ontology,2017-05-16,True,http://purl.obolibrary.org/obo/UBERON_0001460
arm,arm,['A human upper limb; especially: the part between the shoulder and the wrist.'],NA,BTO,BRENDA Tissue and Enzyme Source Ontology,2016-08-23,True,http://purl.obolibrary.org/obo/BTO_0001435
arm,arm,['The part of the forelimb extending from the shoulder to the autopod[cjm].'],"['upper extremity', 'brachium']",CL,Cell Ontology,2017-04-14,False,http://purl.obolibrary.org/obo/UBERON_0001460
arm,arm,['The part of the forelimb extending from the shoulder to the autopod[cjm].'],"['upper extremity', 'brachium']",UBERON,Uber Anatomy Ontology,2017-05-31,False,http://purl.obolibrary.org/obo/UBERON_0001460
arm,arm,"['The portion of the upper extremity between the shoulder and the elbow. For clinical purposes this term is also used to refer to the whole superior limb.', 'A human upper limb; especially: the part between the shoulder and the wrist.']",NA,CLO,Cell Line Ontology,2017-05-31,False,http://www.ebi.ac.uk/efo/EFO_0001410
arm,arm,['The part of the forelimb extending from the shoulder to the autopod[cjm].'],"['upper extremity', 'brachium']",NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,False,http://purl.obolibrary.org/obo/UBERON_0001460
arm,Arm,NA,NA,NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,False,http://www.cogpo.org/ontologies/CogPOver1.owl#COGPO_00120
arm,Arm,NA,NA,RH-MESH,Robert Hoehndorf Version of MeSH,2014-04-21,True,http://phenomebrowser.net/ontologies/mesh/mesh.owl#D001132
arm,Arm,NA,NA,RH-MESH,Robert Hoehndorf Version of MeSH,2014-04-21,True,http://phenomebrowser.net/ontologies/mesh/mesh.owl#A01.378.800.075
arm,Arm,"['DEFINITION:\nA path through the study which describes what activities the study subject or experimental unit will be involved in as they pass through the study, and is typically equivalent to a treatment group in a parallel design trial. Generally, each subject is assigned to an arm, and the design of the study is reflected in the number and composition of the individual arms. This intended path through which the subject progresses in a trial is composed of time point events for each epoch of the study. Each time point event, in turn, has a pattern of child time points through which the subject would pass. This planned path thus describes how subjects assigned to the arm will be treated. \n\nEXAMPLE(S):\nA study could have 2 arms named IV-Oral and Oral-IV.\xa0 The name IV-Oral reflects a path that passes through IV treatment, then Oral treatment.\n\nOTHER NAME(S):\nGroup (CTRR Observational Studies)']",NA,OCRE,Ontology of Clinical Research,2013-06-21,False,http://purl.org/net/OCRe/study_protocol.owl#OCRE300001
arm,Arm,NA,NA,GALEN,Galen Ontology,2007-01-16,False,http://www.co-ode.org/ontologies/galen#Arm
arm,arm,NA,NA,CCONT,Cell Culture Ontology,2014-07-23,True,http://purl.obolibrary.org/obo/UBERON_0001460
arm,arm,['The part of the forelimb extending from the shoulder to the autopod[cjm].'],"['upper extremity', 'brachium']",NBO,Neuro Behavior Ontology,2014-12-05,False,http://purl.obolibrary.org/obo/UBERON_0001460
arm,ARM,NA,NA,DERMLEX,Dermatology Lexicon,2009-04-17,False,http://www.owl-ontologies.com/unnamed.owl#RID13648
arm,Arm,NA,NA,BIOMODELS,BioModels Ontology,2012-04-03,True,http://purl.org/obo/owlapi/fma#FMA_24890
arm,Arm,NA,NA,ECG,Electrocardiography Ontology,2014-09-12,True,http://www.cvrgrid.org/files/ECGOntologyv1.owl#ECG_000000486
arm,Arm,NA,NA,SDO,Sleep Domain Ontology,2015-06-23,False,http://purl.org/obo/owl/FMA#FMA_24890_Arm
arm,arm,['The part of the forelimb extending from the shoulder to the autopod[cjm].'],"['upper extremity', 'brachium']",GO-PLUS,go-plus,2017-06-12,False,http://purl.obolibrary.org/obo/UBERON_0001460
arm,arm,NA,NA,BHO,Bleeding History Phenotype Ontology,2010-12-22,False,http://www.semanticweb.org/ontologies/2010/10/BPO.owl#arm
arm,arm,"['In human anatomy, the arm is the part of the upper limb between the shoulder and the elbow joints. In other animals, the term arm can also be used for analogous structures, such as one of the paired forelimbs of a four-legged animal or the arms of cephalopods. In anatomical usage, the term arm refers specifically to the segment between the shoulder and the elbow,[1][2] while the segment between the elbow and wrist is the forearm. However, in common, literary, and historical usage, arm refers to the entire upper limb from shoulder to wrist. This article uses the former definition; see upper limb for the wider definition.\n\nsource: http://en.wikipedia.org/wiki/Arm']",['arms'],HUPSON,Human Physiology Simulation Ontology,2014-04-07,False,http://sig.uw.edu/fma#Arm
arm,Arm,NA,NA,SYN,Sage Bionetworks Synapse Ontology,2013-01-07,False,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Arm
arm,Arm,NA,NA,ESSO,Epilepsy Syndrome Seizure Ontology,2015-11-10,False,http://www.semanticweb.org/rjyy/ontologies/2015/5/ESSO#Arm
arm,Arm,NA,NA,MEO,Metagenome and Microbes Environmental Ontology,2014-02-01,False,http://purl.jp/bio/11/meo/MEO_0000550
arm,Arm,NA,NA,ACGT-MO,Cancer Research and Management ACGT Master Ontology,2010-03-17,False,http://www.ifomis.org/acgt/1.0#Arm
arm,Arm,NA,NA,PEDTERM,Pediatric Terminology,2013-01-25,False,http://www.owl-ontologies.com/Ontology1358660052.owl#Arm
arm,arm,NA,NA,VHOG,Vertebrate Homologous Organ Group Ontology,2017-05-16,True,http://purl.obolibrary.org/obo/VHOG_0000339
arm,arm,NA,NA,EHDA,"Human Developmental Anatomy Ontology, timed version",2011-02-15,True,http://purl.obolibrary.org/obo/EHDA_10568
arm,arm,NA,NA,EHDA,"Human Developmental Anatomy Ontology, timed version",2011-02-15,True,http://purl.obolibrary.org/obo/EHDA_9676
arm,arm,NA,NA,EHDA,"Human Developmental Anatomy Ontology, timed version",2011-02-15,True,http://purl.obolibrary.org/obo/EHDA_8276
arm,arm,NA,NA,EHDA,"Human Developmental Anatomy Ontology, timed version",2011-02-15,True,http://purl.obolibrary.org/obo/EHDA_6211
arm,arm,NA,NA,EHDA,"Human Developmental Anatomy Ontology, timed version",2011-02-15,True,http://purl.obolibrary.org/obo/EHDA_7260
arm,arm,NA,NA,EHDA,"Human Developmental Anatomy Ontology, timed version",2011-02-15,True,http://purl.obolibrary.org/obo/EHDA_9473
arm,arm,NA,NA,EHDA,"Human Developmental Anatomy Ontology, timed version",2011-02-15,True,http://purl.obolibrary.org/obo/EHDA_5180
arm,arm,NA,NA,EHDA,"Human Developmental Anatomy Ontology, timed version",2011-02-15,True,http://purl.obolibrary.org/obo/EHDA_4165
arm,arm,NA,NA,EHDA,"Human Developmental Anatomy Ontology, timed version",2011-02-15,True,http://purl.obolibrary.org/obo/EHDA_8479
arm,arm,NA,NA,EHDAA,"Human Developmental Anatomy Ontology, abstract version 1",2011-02-15,True,http://purl.obolibrary.org/obo/EHDAA_4164
arm,arm,NA,NA,EHDAA,"Human Developmental Anatomy Ontology, abstract version 1",2011-02-15,True,http://purl.obolibrary.org/obo/EHDAA_6210
arm,arm,NA,NA,EHDAA,"Human Developmental Anatomy Ontology, abstract version 1",2011-02-15,True,http://purl.obolibrary.org/obo/EHDAA_8275
arm,arm,NA,NA,EHDAA2,"Human Developmental Anatomy Ontology, abstract version 2",2015-08-20,True,http://purl.obolibrary.org/obo/EHDAA2_0000140
arm,arm,['The part of the forelimb extending from the shoulder to the autopod[cjm].'],"['upper extremity', 'brachium']",CHEAR,Children's Health Exposure Analysis Resource,2017-05-24,False,http://purl.obolibrary.org/obo/UBERON_0001460
arm,forelimb stylopod,"['The part of the forelimb between pectoral region and the elbow, corresponding to the humerus.']","['forelimb stylopodium', 'forelimb propodium', 'regio brachialis', 'stylopod of arm', 'forelimb stylopodial element', 'proximal segment of free upper limb', 'fore propodium', 'brachium', 'upper arm', 'stylopod of forelimb', 'brachial region', 'wing stylopod', 'arm']",NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,False,http://purl.obolibrary.org/obo/UBERON_0003822
arm,AKR1A1,['Other designations: HEL-S-165mP|alcohol dehydrogenase|alcohol dehydrogenase [NADP(+)]|aldehyde reductase|aldo-keto reductase family 1 member A1|dihydrodiol dehydrogenase 3|epididymis secretory protein Li 6|epididymis secretory sperm binding protein Li 165mP'],"['ALR', 'ARM', 'DD3', 'ALDR1', 'HEL-S-6']",OGG,Ontology of Genes and Genomes,2016-12-02,False,http://purl.obolibrary.org/obo/OGG_3000010327
arm,ARMC9,['Other designations: NS21|armadillo/beta-catenin-like repeats|lisH domain-containing protein ARMC9|melanoma/melanocyte specific protein KU-MEL-1|melanoma/melanocyte-specific tumor antigen KU-MEL-1'],"['ARM', 'KU-MEL-1']",OGG,Ontology of Genes and Genomes,2016-12-02,False,http://purl.obolibrary.org/obo/OGG_3000080210
arm,inlet,"['An opening of the sea into the land, or of a lake into its shore.']","['inlet', 'INLET', 'Inlet', 'closed bay', 'firth', 'bay', 'gulf', 'bight', 'arm', 'channel', 'anse', 'ria']",ECSO,The Ecosystem Ontology,2016-09-12,True,http://purl.obolibrary.org/obo/ENVO_00000475
hand,Hand,NA,NA,LOINC,Logical Observation Identifier Names and Codes,2017-02-06,True,http://purl.bioontology.org/ontology/LNC/LP7279-5
hand,Hand,NA,NA,LOINC,Logical Observation Identifier Names and Codes,2017-02-06,False,http://purl.bioontology.org/ontology/LNC/LA16719-9
hand,Hand,NA,NA,LOINC,Logical Observation Identifier Names and Codes,2017-02-06,False,http://purl.bioontology.org/ontology/LNC/LP199976-4
hand,Hand,NA,NA,LOINC,Logical Observation Identifier Names and Codes,2017-02-06,False,http://purl.bioontology.org/ontology/LNC/LP207503-6
hand,Hand,NA,NA,LOINC,Logical Observation Identifier Names and Codes,2017-02-06,False,http://purl.bioontology.org/ontology/LNC/MTHU002685
hand,Hand,"['The distal part of the arm beyond the wrist in humans and primates, that includes the palm, fingers, and thumb.']",['Hands'],MESH,Medical Subject Headings,2017-02-06,True,http://purl.bioontology.org/ontology/MESH/D006225
hand,Hand,"['The distal portion of the upper extremity. It consists of the carpus, metacarpus, and digits.']",NA,NCIT,National Cancer Institute Thesaurus,2017-04-10,False,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C32712
hand,Hand,NA,NA,RCD,"Read Codes, Clinical Terms Version 3 (CTV3) ",2017-02-06,False,http://purl.bioontology.org/ontology/RCD/Xa8St
hand,Hand,NA,['Terminal segment of free upper limb'],FMA,Foundational Model of Anatomy,2017-04-01,True,http://purl.org/sig/ont/fma/fma9712
hand,hand,"['part of the upper limb distal to the wrist including carpus, metacarpus and fingers.']",NA,CRISP,Computer Retrieval of Information on Scientific Projects Thesaurus,2017-02-06,True,http://purl.bioontology.org/ontology/CSP/2715-5520
hand,hand,NA,NA,RADLEX,Radiology Lexicon,2016-11-16,False,http://www.radlex.org/RID/#RID2318
hand,hand,"['1. The terminal part of the vertebrate forelimb when modified, as in humans, as a grasping organ. 2. A part serving the function of or resembling a hand as the hind foot of an ape or the chela of a crustacean.']",NA,BTO,BRENDA Tissue and Enzyme Source Ontology,2016-08-23,True,http://purl.obolibrary.org/obo/BTO_0004668
hand,Hand,NA,NA,NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,True,http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-GrossAnatomy.owl#nlx_anat_20090603
hand,hand,NA,NA,NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,False,http://purl.bioontology.org/NEMO/ontology/NEMO.owl#NEMO_2386000
hand,Hand,NA,NA,NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,False,http://www.cogpo.org/ontologies/CogPOver1.owl#COGPO_00114
hand,Hand,NA,NA,RH-MESH,Robert Hoehndorf Version of MeSH,2014-04-21,True,http://phenomebrowser.net/ontologies/mesh/mesh.owl#A01.378.800.667
hand,Hand,NA,NA,RH-MESH,Robert Hoehndorf Version of MeSH,2014-04-21,True,http://phenomebrowser.net/ontologies/mesh/mesh.owl#D006225
hand,Hand,NA,"['Respiratory, Rehabilitative & Restorative; Occupational Therapist; Hand']",HL7,"Health Level Seven Reference Implementation Model, Version 3",2017-02-06,False,http://purl.bioontology.org/ontology/HL7/C1551142
hand,hand,['<p>4 [in_i]</p>'],NA,HL7,"Health Level Seven Reference Implementation Model, Version 3",2017-02-06,False,http://purl.bioontology.org/ontology/HL7/C1552914
hand,Hand,NA,"['Respiratory, Rehabilitative & Restorative; Physical Therapist; Hand']",HL7,"Health Level Seven Reference Implementation Model, Version 3",2017-02-06,False,http://purl.bioontology.org/ontology/HL7/C1551156
hand,Hand,"['part of the upper limb distal to the wrist including carpus, metacarpus and fingers. (source : CSP)']","['Structure of hand', 'Hand structure', 'main, SAI', 'pied antérieur, SAI', 'Terminal segment of free upper limb', 'patte antérieure, SAI', 'Manus']",ONTOAD,Bilingual Ontology of Alzheimer's Disease and Related Diseases,2013-12-02,False,http://doe-generated-ontology.com/OntoAD#C0018563
hand,Hand,NA,NA,GALEN,Galen Ontology,2007-01-16,False,http://www.co-ode.org/ontologies/galen#Hand
hand,HAND,NA,NA,DERMLEX,Dermatology Lexicon,2009-04-17,False,http://www.owl-ontologies.com/unnamed.owl#RID13367
hand,hand,['Terminal portion of a forelimb.'],['front foot'],XAO,Xenopus Anatomy and Development Ontology,2017-01-14,True,http://purl.obolibrary.org/obo/XAO_0004299
hand,hand,['The hand...'],NA,NEMO,Neural ElectroMagnetic Ontology,2013-10-21,False,http://purl.bioontology.org/NEMO/ontology/NEMO.owl#NEMO_2386000
hand,Hand,NA,NA,BIOMODELS,BioModels Ontology,2012-04-03,True,http://purl.org/obo/owlapi/fma#FMA_9712
hand,Hand,NA,NA,SYN,Sage Bionetworks Synapse Ontology,2013-01-07,False,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hand
hand,Hand,NA,NA,ESSO,Epilepsy Syndrome Seizure Ontology,2015-11-10,False,http://www.semanticweb.org/rjyy/ontologies/2015/5/ESSO#Hand
hand,Hand,NA,NA,MEO,Metagenome and Microbes Environmental Ontology,2014-02-01,False,http://purl.jp/bio/11/meo/MEO_0000594
hand,Hand,NA,NA,AURA,KB_Bio_101,2014-01-21,False,http://www.projecthalo.com/aura#Hand
hand,Hand,NA,NA,ACGT-MO,Cancer Research and Management ACGT Master Ontology,2010-03-17,False,http://www.ifomis.org/acgt/1.0#Hand
hand,Hand,NA,NA,PEDTERM,Pediatric Terminology,2013-01-25,False,http://www.owl-ontologies.com/Ontology1358660052.owl#Hand
hand,Hand structure,NA,"['Hand', 'Hand structure (body structure)']",SNOMEDCT,SNOMED CT,2017-02-06,True,http://purl.bioontology.org/ontology/SNOMEDCT/85562004
hand,Entire hand,NA,"['Hand', 'Entire hand (body structure)']",SNOMEDCT,SNOMED CT,2017-02-06,True,http://purl.bioontology.org/ontology/SNOMEDCT/302539009
hand,Hand Unit of Length,['A traditional unit of length equal to 4 inches or 10.16 centimeters.'],"['hand', '[hd_i]']",NCIT,National Cancer Institute Thesaurus,2017-04-10,False,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71216
hand,autopod,"['The generic name for hand, paw, foot etc']","['foot', 'paw', 'hand']",EFO,Experimental Factor Ontology,2017-05-16,False,http://purl.obolibrary.org/obo/MA_0002714
hand,manus,"['distal segment of the fore limb, including carpal region, metacarpal region and digits.']","['forelimb autopodium', 'hand region', 'hand', 'terminal segment of free upper limb', 'forelimb autopod', 'fore paw', 'forepaw', 'forefoot of quadruped', 'forefeet', 'fore-paw', 'forefoot', 'fore foot']",CL,Cell Ontology,2017-04-14,False,http://purl.obolibrary.org/obo/UBERON_0002398
hand,manus,"['distal segment of the fore limb, including carpal region, metacarpal region and digits.']","['forelimb autopodium', 'hand region', 'hand', 'terminal segment of free upper limb', 'forelimb autopod', 'fore paw', 'forepaw', 'forefoot of quadruped', 'forefeet', 'fore-paw', 'forefoot', 'fore foot']",UBERON,Uber Anatomy Ontology,2017-05-31,True,http://purl.obolibrary.org/obo/UBERON_0002398
hand,basic helix-loop-helix transcription factor HAND,"['A protein that belongs to the clade A of the bHLH proteins (see PMID:20219281) with with a C-terminal copy of the helix-loop-helix DNA-binding domain (PF00010), and it is the translation product of the HAND1 or the HAND2 gene.', 'Category=family.']","['bHLH class B', 'bHLH class II', 'bHLH clade A', 'HAND']",NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,True,http://purl.obolibrary.org/obo/PR_000027804
hand,manus,"['distal segment of the fore limb, including carpal region, metacarpal region and digits.']","['forelimb autopodium', 'hand region', 'hand', 'terminal segment of free upper limb', 'forelimb autopod', 'fore paw', 'forepaw', 'forefoot of quadruped', 'forefeet', 'fore-paw', 'forefoot', 'fore foot']",NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,2016-02-13,True,http://purl.obolibrary.org/obo/UBERON_0002398
hand,basic helix-loop-helix transcription factor HAND,"['A protein that belongs to the clade A of the bHLH proteins (see PMID:20219281) with with a C-terminal copy of the helix-loop-helix DNA-binding domain (Pfam:PF00010), and it is the translation product of the human HAND1 or HAND2 genes, or 1:1 orthologs thereof.', 'Category=family.']","['bHLH class B', 'bHLH class II', 'bHLH clade A', 'HAND']",PR,Protein Ontology,2017-04-07,True,http://purl.obolibrary.org/obo/PR_000027804
hand,manus,"['distal segment of the fore limb, including carpal region, metacarpal region and digits.']","['forelimb autopodium', 'hand region', 'hand', 'terminal segment of free upper limb', 'forelimb autopod', 'fore paw', 'forepaw', 'forefoot of quadruped', 'forefeet', 'fore-paw', 'forefoot', 'fore foot']",NBO,Neuro Behavior Ontology,2014-12-05,True,http://purl.obolibrary.org/obo/UBERON_0002398
hand,manus,"['distal segment of the fore limb, including carpal region, metacarpal region and digits.']","['forelimb autopodium', 'hand region', 'hand', 'terminal segment of free upper limb', 'forelimb autopod', 'fore paw', 'forepaw', 'forefoot of quadruped', 'forefeet', 'fore-paw', 'forefoot', 'fore foot']",GO-PLUS,go-plus,2017-06-12,False,http://purl.obolibrary.org/obo/UBERON_0002398
hand,autopod,"['The generic name for hand, paw, foot etc']","['foot', 'paw', 'hand']",MAT,Minimal Anatomical Terminology,2015-08-20,False,http://purl.obolibrary.org/obo/MAT_0000091
hand,manus,"['distal segment of the fore limb, including carpal region, metacarpal region and digits.']","['forelimb autopodium', 'hand region', 'hand', 'terminal segment of free upper limb', 'forelimb autopod', 'fore paw', 'forepaw', 'forefoot of quadruped', 'forefeet', 'fore-paw', 'forefoot', 'fore foot']",CHEAR,Children's Health Exposure Analysis Resource,2017-05-24,False,http://purl.obolibrary.org/obo/UBERON_0002398
hand,Hand Deformities,['Alterations or deviations from normal shape or size which result in a disfigurement of the hand.'],"['Deformities, Hand', 'Deformity, Hand', 'Hand Deformity']",MESH,Medical Subject Headings,2017-02-06,True,http://purl.bioontology.org/ontology/MESH/D006226
hand,Hand Hygiene,['Practices involved in preventing the transmission of diseases by hand.'],"['Hygiene, Hand']",MESH,Medical Subject Headings,2017-02-06,True,http://purl.bioontology.org/ontology/MESH/D063373
hand,Hand Dermatoses,['Skin diseases involving the HANDS.'],"['Dermatoses, Hand', 'Dermatosis, Hand', 'Hand Dermatosis']",MESH,Medical Subject Headings,2017-02-06,False,http://purl.bioontology.org/ontology/MESH/D006229
hand,Hand Joints,['The articulations extending from the WRIST distally to the FINGERS. These include the WRIST JOINT; CARPAL JOINTS; METACARPOPHALANGEAL JOINT; and FINGER JOINT.'],"['Intermetacarpal Joint', 'Joints, Intermetacarpal', 'Joint, Intermetacarpal', 'Joints, Hand', 'Intermetacarpal Joints']",MESH,Medical Subject Headings,2017-02-06,True,http://purl.bioontology.org/ontology/MESH/D050823
hand,Hand Injuries,['General or unspecified injuries to the hand.'],"['Hand Injury', 'Injuries, Hand', 'Injury, Hand']",MESH,Medical Subject Headings,2017-02-06,True,http://purl.bioontology.org/ontology/MESH/D006230
